tract,year,shift,total_crimes,violent_crimes,property_crimes,nearest_station,dist_to_nearest_metro,name,nearest_station_id,stations_within_400m,stations_within_800m,line,above_ground,transfer_station,total_population,median_household_income,log_pop,pct_white,pct_black_nh,pct_hispanic,pct_bachelors_only,pct_graduate,pct_poverty,pct_unemployed,pct_single_parent,pct_renter,pct_vacant,red_line,green_line,yellow_line,blue_line,orange_line,silver_line,blue_orange_silver_line,green_yellow_line
"Census Tract 98.02, District of Columbia, District of Columbia",2024,DAY,31,5,26,Congress Heights,1794.4742223887138,Congress Heights,MetroStnPt_40,0,0,green,0,0,2286,34448,7.734558844354756,0.006561679790026247,0.8980752405949256,0.03937007874015748,0.0621172353455818,0.06167979002624672,0.5332458442694663,0.11854768153980752,0.5353535353535354,0.625,0.06407563025210083,0,1,0,0,0,0,0,1
"Census Tract 88.04, District of Columbia, District of Columbia",2024,DAY,56,4,52,Rhode Island Ave,1746.5638307641334,Rhode Island Ave,MetroStnPt_11,0,0,red,1,0,2611,103184,7.8674885686991285,0.13634622749904252,0.6415166602834164,0.11374952125622367,0.16813481424741478,0.34546150900038297,0.22481807736499426,0.07008808885484488,0.027607361963190184,0.40357330530740937,0.14345769837099318,1,0,0,0,0,0,0,0
"Census Tract 98.03, District of Columbia, District of Columbia",2024,DAY,38,4,34,Congress Heights,1738.5572497034593,Congress Heights,MetroStnPt_40,0,0,green,0,0,2805,NA,7.9391588179567965,0.03208556149732621,0.7896613190730838,0.08983957219251337,0.08342245989304813,0.04242424242424243,0.32620320855614976,0.047415329768270946,0.09684361549497848,0.6923076923076923,0.10641025641025641,0,1,0,0,0,0,0,1
"Census Tract 21.02, District of Columbia, District of Columbia",2024,DAY,76,2,74,Fort Totten,1129.728378535916,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,5702,106148,8.648572269472618,0.11837951595931252,0.5943528586460891,0.23535601543318135,0.17660470010522625,0.16678358470712032,0.10890915468256752,0.02350052613118204,0.21970357454228423,0.3230709275136399,0.10600155884645363,1,1,0,0,0,0,0,1
"Census Tract 49.01, District of Columbia, District of Columbia",2024,DAY,82,4,78,Shaw-Howard Univ,326.41192058256723,Shaw-Howard Univ,MetroStnPt_13,1,3,green,0,0,3315,114241,8.106212902619962,0.5363499245852187,0.25369532428355956,0.12850678733031673,0.3058823529411765,0.2793363499245852,0.14358974358974358,0.0036199095022624436,0.07771181867242309,0.6841075794621027,0.0938875305623472,0,1,0,0,0,0,0,1
"Census Tract 83.02, District of Columbia, District of Columbia",2024,DAY,55,3,52,Union Station,947.9311245829134,Union Station,MetroStnPt_25,0,0,red,0,0,2832,204000,7.94873845481361,0.7538841807909604,0.050494350282485875,0.0981638418079096,0.3004943502824859,0.4360875706214689,0.009180790960451978,0.00847457627118644,0.007836990595611285,0.5437722419928825,0.09181494661921709,1,0,0,0,0,0,0,0
"Census Tract 55.02, District of Columbia, District of Columbia",2024,DAY,77,3,74,Dupont Circle,264.0358045447269,Dupont Circle,MetroStnPt_14,1,1,red,0,0,2487,105000,7.818832443803404,0.644551668677121,0.06795335745878568,0.07880981101728991,0.19059107358262967,0.4796944109368717,0.13268998793727382,0.01166063530357861,0.034482758620689655,0.6731234866828087,0.08716707021791767,1,0,0,0,0,0,0,0
"Census Tract 99.01, District of Columbia, District of Columbia",2024,DAY,67,2,65,Stadium Armory,2270.730066839426,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,2080,106477,7.640123172695364,0.075,0.7788461538461539,0.02403846153846154,0.20432692307692307,0.30817307692307694,0.01875,0.02451923076923077,0.18052738336713997,0.19078341013824884,0.0912442396313364,0,0,0,1,1,1,1,0
"Census Tract 75.04, District of Columbia, District of Columbia",2024,DAY,21,4,17,Anacostia,1394.6463841272798,Anacostia,MetroStnPt_39,0,0,green,0,0,3031,39905,8.016647877057803,0.019465522929726163,0.9191685912240185,0.025734081161332894,0.116133289343451,0.05509732761464863,0.35697789508413064,0.008907951171230617,0.17013372956909362,0.6165113182423435,0.10386151797603196,0,1,0,0,0,0,0,1
"Census Tract 40.02, District of Columbia, District of Columbia",2024,DAY,38,1,37,Dupont Circle,946.1473785872248,Dupont Circle,MetroStnPt_14,0,0,red,0,0,3074,169792,8.03073492409854,0.6483409238776838,0.03871177618737801,0.14703968770331816,0.27228366948601174,0.5152895250487963,0.039687703318152245,0.016916070266753416,0,0.539232781168265,0.11464690496948561,1,0,0,0,0,0,0,0
"Census Tract 59, District of Columbia, District of Columbia",2024,DAY,15,2,13,Judiciary Sq,147.5674895863717,Judiciary Sq,MetroStnPt_26,1,4,red,0,0,2350,133161,7.762170607138205,0.6136170212765958,0.13489361702127659,0.10851063829787234,0.38680851063829785,0.30127659574468085,0.14425531914893616,0.01446808510638298,0.005610098176718092,0.7863520408163265,0.09056122448979592,1,0,0,0,0,0,0,0
"Census Tract 67, District of Columbia, District of Columbia",2024,DAY,43,1,42,Eastern Market,621.1339061691333,Eastern Market,MetroStnPt_35,0,1,"blue, orange, silver",0,0,3839,177963,8.252967195000798,0.797603542589216,0.07345662933055483,0.08960666840323,0.2617869236780412,0.49830685074238085,0.008335504037509768,0.025527481114873664,0.02056807051909892,0.2911931818181818,0.03314393939393939,0,0,0,1,1,1,1,0
"Census Tract 74.03, District of Columbia, District of Columbia",2024,DAY,24,3,21,Congress Heights,1274.3189647442375,Congress Heights,MetroStnPt_40,0,0,green,0,0,2976,NA,7.998335395952982,0.01243279569892473,0.8803763440860215,0,0.00571236559139785,0.01243279569892473,0.5493951612903226,0.04603494623655914,0.6063303659742829,0.7986111111111112,0.12239583333333333,0,1,0,0,0,0,0,1
"Census Tract 73.01, District of Columbia, District of Columbia",2024,DAY,1,0,1,Congress Heights,3006.2926354328374,Congress Heights,MetroStnPt_40,0,0,green,0,0,4562,123977,8.425516402844334,0.5140289346777729,0.12362998684787374,0.18697939500219202,0.16462078035949146,0.1437965804471723,0.011617711530030689,0.012932924156071899,0.014936519790888723,0.9436222692036645,0.05637773079633545,0,1,0,0,0,0,0,1
"Census Tract 75.02, District of Columbia, District of Columbia",2024,DAY,65,4,61,Congress Heights,2052.071043630906,Congress Heights,MetroStnPt_40,0,0,green,0,0,4259,46068,8.356789669923213,0.01408781404085466,0.9384832120216013,0.006339516318384597,0.041324254519840335,0.0075135008217891526,0.2871566095327542,0.08429208734444706,0.44218094667465546,0.6602129719264279,0.19215876089060988,0,1,0,0,0,0,0,1
"Census Tract 77.07, District of Columbia, District of Columbia",2024,DAY,52,8,44,Benning Road,1475.0415555339912,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,4373,75590,8.38320455141292,0.018522753258632518,0.9208781157100389,0.03681683055110908,0.08849759890235537,0.11319460324719872,0.2250171506974617,0.037731534415732904,0.16994535519125684,0.471,0.085,0,0,0,1,0,1,1,0
"Census Tract 78.03, District of Columbia, District of Columbia",2024,DAY,116,14,102,Minnesota Ave,588.0734383427094,Minnesota Ave,MetroStnPt_22,0,2,orange,1,0,4695,39443,8.454253391642363,0.009371671991480299,0.9346112886048988,0.015335463258785943,0.08881789137380192,0.047284345047923323,0.32374866879659214,0.07071352502662406,0.23975155279503105,0.5284992784992785,0.12878787878787878,0,0,0,0,1,0,1,0
"Census Tract 80.02, District of Columbia, District of Columbia",2024,DAY,50,5,45,Stadium Armory,737.158198263773,Stadium Armory,MetroStnPt_31,0,1,"blue, orange, silver",1,0,3313,146711,8.105609402299896,0.6785390884394809,0.18683972230606702,0.057651675218834894,0.2152127980682161,0.3658315725928162,0.06368849984907939,0.022336251131904617,0.10511756569847856,0.2881789137380192,0.07603833865814696,0,0,0,1,1,1,1,0
"Census Tract 84.10, District of Columbia, District of Columbia",2024,DAY,74,8,66,NoMa - Gallaudet U,1197.4356552842269,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,2025,222592,7.613324979540639,0.5150617283950617,0.18666666666666668,0.19753086419753085,0.29185185185185186,0.28296296296296297,0.02074074074074074,0.021728395061728394,0.027348394768133173,0.2695749440715884,0.0592841163310962,1,0,0,0,0,0,0,0
"Census Tract 88.02, District of Columbia, District of Columbia",2024,DAY,68,7,61,NoMa - Gallaudet U,1459.06085813349,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,4978,80199,8.512783482927537,0.20329449578143832,0.6323824829248694,0.09843310566492568,0.13459220570510244,0.18119726797910807,0.2957010847730012,0.06649256729610285,0.242116515232496,0.3808639108221087,0.13098002786809104,1,0,0,0,0,0,0,0
"Census Tract 89.04, District of Columbia, District of Columbia",2024,DAY,40,3,37,Stadium Armory,1597.319065887469,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,3740,66134,8.226840890408578,0.059893048128342244,0.6783422459893048,0.0697860962566845,0.16336898395721924,0.11684491978609626,0.23957219251336898,0.0393048128342246,0.21710127349909036,0.6718204488778055,0.17755610972568578,0,0,0,1,1,1,1,0
"Census Tract 98.01, District of Columbia, District of Columbia",2024,DAY,27,8,19,Congress Heights,1482.5302246972083,Congress Heights,MetroStnPt_40,0,0,green,0,0,1844,14259,7.519692404116539,0,0.960412147505423,0.0010845986984815619,0.055856832971800434,0.04880694143167028,0.3953362255965293,0.02928416485900217,0.1903435468895079,0.815281276238455,0.09571788413098237,0,1,0,0,0,0,0,1
"Census Tract 93.01, District of Columbia, District of Columbia",2024,DAY,64,1,63,Brookland-CUA,748.0481753928324,Brookland-CUA,MetroStnPt_8,0,1,red,0,0,3742,228839,8.227375506834035,0.47247461250668094,0.39070016034206306,0.03180117584179583,0.18252271512560128,0.3458043826830572,0.0871191876002138,0.010154997327632281,0.11530815109343936,0.23225404732254049,0.060398505603985055,1,0,0,0,0,0,0,0
"Census Tract 93.02, District of Columbia, District of Columbia",2024,DAY,35,2,33,Rhode Island Ave,637.5087854090759,Rhode Island Ave,MetroStnPt_11,0,1,red,1,0,1987,121960,7.594381242551817,0.41368897835933566,0.3910417715148465,0.15198792148968293,0.22949169602415703,0.3668847508807247,0.07398087569199799,0.02415702063412179,0.040109389243391066,0.5355612682090831,0.05998286203941731,1,0,0,0,0,0,0,0
"Census Tract 95.05, District of Columbia, District of Columbia",2024,DAY,44,0,44,Fort Totten,1134.4243237183086,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,4493,95078,8.41027590907016,0.10104607166703762,0.6692632984642778,0.03983975072334743,0.19630536389939907,0.16113955041175163,0.09726240819051858,0.014466948586690407,0.21466809421841543,0.3580497714575927,0.051295073641442354,1,1,0,0,0,0,0,1
"Census Tract 98.11, District of Columbia, District of Columbia",2024,DAY,33,6,27,Congress Heights,2288.8910294297857,Congress Heights,MetroStnPt_40,0,0,green,0,0,4462,53980,8.403352374992478,0.004258180188256387,0.9787090990587181,0.013670999551770506,0.03384132675930076,0.05042581801882564,0.25369789332138054,0.131331241595697,0.30303030303030304,0.6556202418271384,0.2019704433497537,0,1,0,0,0,0,0,1
"Census Tract 99.03, District of Columbia, District of Columbia",2024,DAY,41,5,36,Benning Road,1521.7383247672358,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,2128,157585,7.662937850461535,0.0737781954887218,0.8787593984962406,0.023496240601503758,0.162593984962406,0.13909774436090225,0.07518796992481203,0.12077067669172932,0.2797704447632712,0.20050125313283207,0.12656641604010024,0,0,0,1,0,1,1,0
"Census Tract 94, District of Columbia, District of Columbia",2024,DAY,65,2,63,Brookland-CUA,1803.1238703746892,Brookland-CUA,MetroStnPt_8,0,0,red,0,0,4721,142353,8.459775920546287,0.23300148273670832,0.5831391654310527,0.10781614064816776,0.21372590552848972,0.1590764668502436,0.06354585892819319,0.034102944291463676,0.20528683914510687,0.1978021978021978,0.0695970695970696,1,0,0,0,0,0,0,0
"Census Tract 2.01, District of Columbia, District of Columbia",2024,DAY,2,0,2,Foggy Bottom-GWU,2282.5163282839853,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,3229,NA,8.079927770758275,0.5230721585630226,0.09197894084855993,0.12047073397336637,0.0012387736141220192,0.0024775472282440383,0.01889129761536079,0.03344688758129452,NA,NA,NA,0,0,0,1,1,1,1,0
"Census Tract 12, District of Columbia, District of Columbia",2024,DAY,27,1,26,Van Ness-UDC,728.6713159847359,Van Ness-UDC,MetroStnPt_5,0,1,red,0,0,4882,163661,8.493310250952906,0.7333060221220811,0.09586235149528882,0.08971732896353954,0.20380991396968456,0.47378123719786974,0.10385088078656289,0.054281032363785335,0.04486661277283751,0.404351087771943,0.07201800450112528,1,0,0,0,0,0,0,0
"Census Tract 103, District of Columbia, District of Columbia",2024,DAY,34,0,34,Takoma,789.1986372289535,Takoma,MetroStnPt_1,0,1,red,1,0,4263,91563,8.35772841676521,0.17663617171006332,0.5385878489326765,0.19634060520760027,0.14238798967863006,0.18132770349519117,0.180623973727422,0.01712409101571663,0.19528795811518324,0.4752241623407268,0.09863142991977347,1,0,0,0,0,0,0,0
"Census Tract 19.02, District of Columbia, District of Columbia",2024,DAY,28,2,26,Takoma,1365.8863719934377,Takoma,MetroStnPt_1,0,0,red,1,0,2214,167866,7.7025561132685825,0.2940379403794038,0.4914182475158085,0.12782294489611562,0.1978319783197832,0.2922312556458898,0.07452574525745258,0.037488708220415536,0.1187648456057007,0.14578587699316628,0.04100227790432802,1,0,0,0,0,0,0,0
"Census Tract 23.02, District of Columbia, District of Columbia",2024,DAY,27,0,27,Georgia Ave Petworth,1157.4147224050882,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,1413,117460,7.253470382684528,0.20523708421797593,0.6355272469922152,0.0983722576079264,0.2024062278839349,0.28591648973814576,0.06652512384996462,0.025477707006369428,0.06551297898640297,0.5341922695738355,0.19821605550049554,0,1,0,0,0,0,0,1
"Census Tract 33.01, District of Columbia, District of Columbia",2024,DAY,38,3,35,Shaw-Howard Univ,1196.593011395948,Shaw-Howard Univ,MetroStnPt_13,0,0,green,0,0,3670,225208,8.207946941048617,0.5814713896457766,0.2664850136239782,0.0555858310626703,0.2724795640326976,0.4784741144414169,0.05885558583106267,0.00790190735694823,0.061885482938114515,0.2318840579710145,0.07192699946323135,0,1,0,0,0,0,0,1
"Census Tract 7.04, District of Columbia, District of Columbia",2024,DAY,18,2,16,Cleveland Park,1581.9102024571957,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2627,80274,7.87359778968554,0.6992767415302626,0.038827559954320516,0.16178149980966883,0.1556909021697754,0.4777312523791397,0.08907499048344118,0.030833650551960412,0.028368794326241134,0.5977591036414566,0.13109243697478992,1,0,0,0,0,0,0,0
"Census Tract 55.01, District of Columbia, District of Columbia",2024,DAY,28,1,27,Foggy Bottom-GWU,512.3468855807586,Foggy Bottom-GWU,MetroStnPt_21,0,2,"blue, orange, silver",0,0,1921,151250,7.560601162768557,0.6741280583029672,0.03956272774596564,0.14055179593961478,0.27798021863612704,0.5268089536699636,0.0739198334200937,0.026028110359187923,0.13343677269200932,0.5184952978056426,0.19184952978056427,0,0,0,1,1,1,1,0
"Census Tract 52.03, District of Columbia, District of Columbia",2024,DAY,18,1,17,McPherson Sq,714.6266667154985,McPherson Sq,MetroStnPt_19,0,2,"blue, orange, silver",0,0,3042,113021,8.020270472819238,0.55456936226167,0.05062458908612755,0.21203155818540434,0.3244575936883629,0.3977646285338593,0.07429322813938198,0.0039447731755424065,0,0.6590996537129665,0.13274336283185842,0,0,0,1,1,1,1,0
"Census Tract 50.04, District of Columbia, District of Columbia",2024,DAY,37,2,35,Mt Vernon Sq - 7th St Convention Center,566.0055368851476,Mt Vernon Sq - 7th St Convention Center,MetroStnPt_17,0,2,"green, yellow",0,0,3750,86063,8.229511118964457,0.4634666666666667,0.18586666666666668,0.2824,0.20133333333333334,0.28186666666666665,0.10453333333333334,0.037333333333333336,0.10022779043280182,0.6070234113712375,0.08235785953177258,0,1,1,0,0,0,0,1
"Census Tract 95.10, District of Columbia, District of Columbia",2024,DAY,47,2,45,Fort Totten,730.2838350967004,Fort Totten,MetroStnPt_3,0,1,"red, green",1,1,4908,68816,8.498621805830801,0.0584759576202119,0.4896088019559902,0.38488182559087203,0.11063569682151589,0.08353708231458842,0.11471067644661777,0.030562347188264057,0.284789644012945,0.7264644351464435,0.030334728033472803,1,1,0,0,0,0,0,1
"Census Tract 1.02, District of Columbia, District of Columbia",2024,DAY,136,0,136,Foggy Bottom-GWU,1095.496642142816,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,2981,157008,8.000014093678072,0.7665213015766521,0.005367326400536733,0.1304931231130493,0.34082522643408253,0.4220060382422006,0.04998322710499832,0.008050989600805098,0.027642276422764227,0.2727682596934175,0.16816952209197475,0,0,0,1,1,1,1,0
"Census Tract 53.02, District of Columbia, District of Columbia",2024,DAY,30,2,28,Dupont Circle,520.6917329172683,Dupont Circle,MetroStnPt_14,0,1,red,0,0,2472,129688,7.812782818577581,0.6929611650485437,0.05825242718446602,0.09789644012944984,0.3127022653721683,0.4571197411003236,0.01779935275080906,0.01699029126213592,0.0056461731493099125,0.5622837370242214,0.08073817762399077,1,0,0,0,0,0,0,0
"Census Tract 55.03, District of Columbia, District of Columbia",2024,DAY,16,0,16,Foggy Bottom-GWU,671.3698956191951,Foggy Bottom-GWU,MetroStnPt_21,0,1,"blue, orange, silver",0,0,2159,117778,7.677400430514807,0.7119036591014358,0.06901343214451135,0.08059286706808708,0.15331171838814267,0.5511811023622047,0.2440944881889764,0.053728578045391384,0.02553191489361702,0.5512256442489001,0.11376492771841609,0,0,0,1,1,1,1,0
"Census Tract 3, District of Columbia, District of Columbia",2024,DAY,29,0,29,Woodley Park-Zoo Adams Morgan,2189.9150298071645,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,0,0,red,0,0,5988,171250,8.69751274553952,0.6716766867067469,0.06613226452905811,0.1324315297261189,0.16800267201068805,0.4270207080828323,0.04692718770875084,0.005177020708082832,0.04860557768924303,0.39787234042553193,0.1099290780141844,1,0,0,0,0,0,0,0
"Census Tract 111, District of Columbia, District of Columbia",2024,DAY,195,7,188,Minnesota Ave,2543.758914904052,Minnesota Ave,MetroStnPt_22,0,0,orange,1,0,5028,80536,8.522777569710138,0.13762927605409706,0.6851630867143994,0.13862370723945902,0.1583134447096261,0.14120922832140015,0.24303898170246618,0.07020684168655529,0.12111292962356793,0.4195,0.0835,0,0,0,0,1,0,1,0
"Census Tract 78.06, District of Columbia, District of Columbia",2024,DAY,60,12,48,Deanwood,366.0114789947982,Deanwood,MetroStnPt_15,1,1,orange,1,0,2325,54207,7.751475318021456,0.05075268817204301,0.8898924731182796,0.014623655913978495,0.09548387096774194,0.13419354838709677,0.15956989247311829,0.06365591397849463,0.23833333333333334,0.5262345679012346,0.07407407407407407,0,0,0,0,1,0,1,0
"Census Tract 5.01, District of Columbia, District of Columbia",2024,DAY,75,1,74,Woodley Park-Zoo Adams Morgan,181.78516833335712,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,1,1,red,0,0,3610,110774,8.191463051326927,0.6257617728531856,0.08337950138504155,0.12243767313019391,0.2950138504155125,0.5127423822714682,0.06703601108033241,0.04155124653739612,0.007849978194505015,0.8205732234000785,0.09972516686297606,1,0,0,0,0,0,0,0
"Census Tract 99.02, District of Columbia, District of Columbia",2024,DAY,43,2,41,Benning Road,2206.307739102416,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,3006,99432,8.00836557031292,0.04258150365934797,0.8682634730538922,0.05622089155023287,0.15701929474384566,0.07751164337990685,0.08649367930805056,0.07584830339321358,0.2306451612903226,0.2086824067022087,0.055597867479055596,0,0,0,1,0,1,1,0
"Census Tract 99.06, District of Columbia, District of Columbia",2024,DAY,29,2,27,Benning Road,401.23636494457986,Benning Road,MetroStnPt_29,0,1,"blue, silver",0,0,1588,80203,7.370230641807081,0.05478589420654912,0.8809823677581864,0.033375314861460954,0.08501259445843828,0.1668765743073048,0.14168765743073047,0.05667506297229219,0.3042895442359249,0.4849939975990396,0.10444177671068428,0,0,0,1,0,1,1,0
"Census Tract 9.02, District of Columbia, District of Columbia",2024,DAY,10,1,9,Tenleytown-AU,3352.863675836627,Tenleytown-AU,MetroStnPt_4,0,0,red,0,0,2161,250001,7.6783263565068856,0.7626099028227672,0.07496529384544193,0.09116149930587691,0.14854234150856085,0.4590467376214715,0.03840814437760296,0.014345210550670985,0.09156626506024096,0.12514484356894554,0.038238702201622246,1,0,0,0,0,0,0,0
"Census Tract 11, District of Columbia, District of Columbia",2024,DAY,68,0,68,Friendship Heights,679.8279652836745,Friendship Heights,MetroStnPt_2,0,1,red,0,0,5002,238750,8.517593111437565,0.6361455417832866,0.11915233906437425,0.07696921231507398,0.18632546981207518,0.4488204718112755,0.07137145141943223,0.01879248300679728,0.05315315315315315,0.354933110367893,0.07190635451505016,1,0,0,0,0,0,0,0
"Census Tract 15, District of Columbia, District of Columbia",2024,DAY,12,0,12,Friendship Heights,3103.8857384400185,Friendship Heights,MetroStnPt_2,0,0,red,0,0,5607,250001,8.631771096123673,0.7192794720884609,0.07294453361869092,0.10879258070269306,0.13750668806848582,0.46192259675405745,0.011771000535045479,0.019083288746210094,0.024142926122646065,0.043478260869565216,0.04209065679925995,1,0,0,0,0,0,0,0
"Census Tract 16, District of Columbia, District of Columbia",2024,DAY,63,0,63,Takoma,1930.6338407676433,Takoma,MetroStnPt_1,0,0,red,1,0,4889,222303,8.494743062578646,0.2458580486807118,0.6203722642667212,0.08386173041521784,0.15320106361219063,0.37328697075066475,0.035794641030885664,0.008386173041521783,0.10508474576271186,0.04427645788336933,0.04427645788336933,1,0,0,0,0,0,0,0
"Census Tract 17.02, District of Columbia, District of Columbia",2024,DAY,103,3,100,Takoma,521.4622974935087,Takoma,MetroStnPt_1,0,1,red,1,0,3417,111705,8.136518252115291,0.3435762364647352,0.38249926836406206,0.11033069944395668,0.24963418203102136,0.3555750658472344,0.031314018144571264,0.029265437518290898,0.1145083932853717,0.4422669491525424,0.11652542372881355,1,0,0,0,0,0,0,0
"Census Tract 20.01, District of Columbia, District of Columbia",2024,DAY,27,2,25,Takoma,2407.653714131867,Takoma,MetroStnPt_1,0,0,red,1,0,2941,90774,7.9865049385539955,0.171370282216933,0.35022101326079563,0.3998639918395104,0.10404624277456648,0.19143148588915335,0.2495749744984699,0.016660999659979598,0.14492753623188406,0.6271186440677966,0.053268765133171914,1,0,0,0,0,0,0,0
"Census Tract 20.02, District of Columbia, District of Columbia",2024,DAY,81,4,77,Georgia Ave Petworth,1800.9465793329907,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,4019,216000,8.2987883944492,0.2953471012689724,0.3789499875590943,0.2523015675541179,0.19183876586215476,0.2990793729783528,0.05399353072903707,0.025877083851704404,0.18110236220472442,0.16172016959418534,0.07692307692307693,0,1,0,0,0,0,0,1
"Census Tract 23.01, District of Columbia, District of Columbia",2024,DAY,37,4,33,Georgia Ave Petworth,825.0897570451585,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,3103,150938,8.04012466444838,0.2906864324846922,0.470834676119884,0.15662262326780535,0.20850789558491784,0.22881082823074445,0.1250402835965195,0.04543989687399291,0.23451692815854666,0.2418745275888133,0.08465608465608465,0,1,0,0,0,0,0,1
"Census Tract 26, District of Columbia, District of Columbia",2024,DAY,50,1,49,Cleveland Park,1792.36411877774,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2341,250001,7.75833346749091,0.3904314395557454,0.4758650149508757,0.09653994019649723,0.24134985049124305,0.35753951302862025,0.06962836394703119,0.021358393848782572,0.062206572769953054,0.16210295728368018,0.06681270536692223,1,0,0,0,0,0,0,0
"Census Tract 29, District of Columbia, District of Columbia",2024,DAY,55,4,51,Georgia Ave Petworth,684.1222222460018,Georgia Ave Petworth,MetroStnPt_6,0,2,green,0,0,4361,204324,8.380456667842767,0.38202247191011235,0.26140793396010087,0.21164870442559047,0.24168768631047924,0.2958037147443247,0.15959642283879844,0.024077046548956663,0.14988290398126464,0.3264975715056665,0.07825148407987048,0,1,0,0,0,0,0,1
"Census Tract 30, District of Columbia, District of Columbia",2024,DAY,48,4,44,Columbia Heights,250.5770258975798,Columbia Heights,MetroStnPt_9,1,1,green,0,0,3425,92730,8.138856750696325,0.3272992700729927,0.32963503649635034,0.26248175182481753,0.15357664233576643,0.23007299270072992,0.20846715328467152,0.06043795620437956,0.21196690006365373,0.6062602965403624,0.1372872048325096,0,1,0,0,0,0,0,1
"Census Tract 36, District of Columbia, District of Columbia",2024,DAY,70,8,62,Columbia Heights,530.9853494448267,Columbia Heights,MetroStnPt_9,0,2,green,0,0,5042,148835,8.525558107747866,0.3982546608488695,0.16620388734629116,0.35204284014280046,0.2376041253470845,0.2957159857199524,0.058905196350654505,0.002578341927806426,0.031221303948576674,0.6335531739488871,0.10222588623248145,0,1,0,0,0,0,0,1
"Census Tract 41, District of Columbia, District of Columbia",2024,DAY,37,1,36,Dupont Circle,999.8562979784954,Dupont Circle,MetroStnPt_14,0,0,red,0,0,2475,185759,7.813995675002791,0.6812121212121212,0.11797979797979798,0.15434343434343434,0.30464646464646467,0.4634343434343434,0.0602020202020202,0.02383838383838384,0.02264685067232838,0.44774273345701915,0.1261595547309833,1,0,0,0,0,0,0,0
"Census Tract 42.02, District of Columbia, District of Columbia",2024,DAY,39,0,39,Dupont Circle,426.9900593209165,Dupont Circle,MetroStnPt_14,0,1,red,0,0,2557,105766,7.846589975291186,0.6374657802111849,0.024247164646069613,0.17364098552991789,0.348846304262808,0.43918654673445445,0.13727023856081344,0.022291748142354323,0.009981285090455396,0.6916971916971917,0.021367521367521368,1,0,0,0,0,0,0,0
"Census Tract 50.01, District of Columbia, District of Columbia",2024,DAY,29,0,29,U St/African-Amer Civil War Memorial/Cardozo,586.9524829379059,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,2,green,0,0,2114,250001,7.656337166430183,0.7194891201513718,0.027909176915799434,0.06433301797540208,0.32355723746452225,0.46121097445600756,0.027436140018921477,0.015137180700094607,0.007785467128027681,0.2872,0.0752,0,1,0,0,0,0,0,1
"Census Tract 107, District of Columbia, District of Columbia",2024,DAY,242,6,236,Farragut North,216.01612237542457,Farragut North,MetroStnPt_18,2,4,red,0,0,1662,99012,7.415776975415394,0.6516245487364621,0.061371841155234655,0.08543922984356198,0.3164861612515042,0.3742478941034898,0.1726835138387485,0.02527075812274368,0.0093603744149766,0.6144422952933591,0.17343649258542876,1,0,0,0,0,0,0,0
"Census Tract 66, District of Columbia, District of Columbia",2024,DAY,24,0,24,Eastern Market,401.3684435180319,Eastern Market,MetroStnPt_35,0,2,"blue, orange, silver",0,0,2125,192279,7.661527081358517,0.7797647058823529,0.039058823529411764,0.05552941176470588,0.21552941176470589,0.52,0.06588235294117648,0.042823529411764705,0.06232294617563739,0.5263157894736842,0.15550239234449761,0,0,0,1,1,1,1,0
"Census Tract 68.04, District of Columbia, District of Columbia",2024,DAY,9,2,7,Stadium Armory,524.1562832211769,Stadium Armory,MetroStnPt_31,0,1,"blue, orange, silver",1,0,2231,NA,7.7102051944325325,0.06588973554459883,0.8489466606902735,0.053339309726580006,0.06544150605109816,0.012998655311519497,0.052891080233079334,0.015688032272523533,0,0.5454545454545454,0,0,0,0,1,1,1,1,0
"Census Tract 43, District of Columbia, District of Columbia",2024,DAY,94,2,92,U St/African-Amer Civil War Memorial/Cardozo,577.0592992725834,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,1,green,0,0,4551,132809,8.423102268016642,0.4970336189848385,0.14853878268512416,0.1944627554383652,0.2720281256866623,0.3972753241045924,0.09887936717205009,0.015381234893430015,0.05270758122743682,0.6757772463272975,0.05363853775196447,0,1,0,0,0,0,0,1
